id,filename,algorithm_sol,algorithm_sol_int,color_sol,time_sol,time,time_ratio,iterations_sol,iterations,iterations_ratio,random_seed,partitions,variability,probability,min_degree,avg_degree,max_degree,std_degree,color,nodes,edges,cheat,edge_node_ratio,node_edge_ratio,density
236,../../graphs/col/U-1000-0.9-300-1.3.col,HEA,2,241,43.749078,120,0.36457565,1957244,2832618,0.6909664487057556,3,300,1.000000,0.9,570,885.424000,999,97.939646,259,1000,442712,1,442.712,0.0022588048211930104,884538.576
237,../../graphs/col/G-500-0.5-20-1.1.col,ILS,1,20,0.871596,3,0.290532,16227,26719,0.6073206332572327,1,20,1.000000,0.5,170,225.244000,272,23.153152,20,500,56311,1,112.622,0.008879259824900997,112396.756
238,../../graphs/col/G-1000-0.5-50-0.3.col,ILS,1,88,6.204688,7,0.886384,292208,334255,0.8742068181478213,3,50,0.000000,0.5,446,489.850000,535,15.647795,50,1000,244925,1,244.925,0.00408288251505563,489360.15
239,../../graphs/col/G-1000-0.9-20-1.3.col,TABU,0,20,0.258698,3,0.08623266666666667,0,27937,0.0,3,20,1.000000,0.9,659,814.396000,899,78.407418,20,1000,407198,1,407.198,0.0024558077397236725,813581.6039999999
240,../../graphs/col/W-500-0.5-40-0.1.col,HEA,2,45,6.435364,7,0.9193377142857143,689943,733929,0.9400677722231987,1,40,0.000000,0.5,206,243.292000,294,13.032219,40,500,60823,1,121.646,0.008220574453742828,121402.708
241,../../graphs/col/W-500-0.5-20-1.2.col,ILS,1,20,1.025643,3,0.34188100000000005,20021,30346,0.6597574639161669,2,20,1.000000,0.5,160,226.932000,274,26.153917,20,500,56733,1,113.466,0.008813212768582658,113239.068
242,../../graphs/col/U-1000-0.5-30-0.2.col,ILS,1,30,0.177866,7,0.025409428571428572,0,30480,0.0,2,30,0.000000,0.5,195,482.294000,782,134.730418,30,1000,241147,1,241.147,0.004146848188034684,481811.706
243,../../graphs/col/U-1000-0.5-100-1.1.col,TABU,0,92,5.5629,20,0.278145,408997,1654889,0.2471446725429923,1,100,1.000000,0.5,193,489.638000,812,134.269106,99,1000,244819,1,244.819,0.004084650292665194,489148.36199999996
244,../../graphs/col/W-500-0.5-50-0.2.col,HEA,2,49,4.947347,7,0.706763857142857,544305,771804,0.7052373400500646,2,50,0.000000,0.5,207,244.640000,281,13.602000,50,500,61160,1,122.32,0.008175277959450621,122075.35999999999
245,../../graphs/col/U-500-0.5-110-0.3.col,TABU,0,79,8.548507,20,0.42742535000000004,1093038,2664595,0.4102079302858408,3,110,0.000000,0.5,110,241.972000,412,63.902419,103,500,60493,1,120.986,0.008265419139404559,120744.028
246,../../graphs/col/W-500-0.1-5-0.2.col,HEA,2,5,0.102049,3,0.034016333333333336,2035,83235,0.024448849642578242,2,5,0.000000,0.1,18,39.944000,68,8.040700,5,500,9986,1,19.972,0.05007009813739235,19932.056
247,../../graphs/col/W-500-0.5-50-1.4.col,TABU,0,40,4.412576,7,0.6303679999999999,509040,808103,0.629919700830216,4,50,1.000000,0.5,165,239.700000,282,18.922949,50,500,59925,1,119.85,0.008343763037129746,119610.29999999999
248,../../graphs/col/W-500-0.9-60-1.4.col,ILS,1,60,1.015432,15,0.06769546666666666,9675,40014,0.24179037336932074,4,60,1.000000,0.9,361,433.856000,463,21.620714,60,500,108464,1,216.928,0.004609824457884644,216494.144
249,../../graphs/col/U-1000-0.5-190-0.1.col,TABU,0,156,7.729994,60,0.12883323333333332,536566,4605348,0.11650932785101148,1,190,0.000000,0.5,214,497.140000,814,135.746699,182,1000,248570,1,248.57,0.004023011626503601,496642.86
250,../../graphs/col/U-1000-0.9-500-0.2.col,TABU,0,356,7.527388,120,0.06272823333333334,167900,5834094,0.02877910434765021,2,500,0.000000,0.9,556,889.200000,999,99.165649,390,1000,444600,1,444.6,0.002249212775528565,888310.8
251,../../graphs/col/U-1000-0.5-190-1.3.col,HEA,2,136,11.303554,60,0.18839256666666668,344556,386004,0.8926228743743588,3,190,1.000000,0.5,205,493.642000,797,138.837646,160,1000,246821,1,246.821,0.004051519117092954,493148.358
252,../../graphs/col/G-1000-0.5-120-1.4.col,TABU,0,80,22.713491,30,0.7571163666666667,1507923,1907928,0.7903458621080041,4,120,1.000000,0.5,410,490.424000,542,19.932441,98,1000,245212,1,245.212,0.004078103844836305,489933.576
253,../../graphs/col/U-1000-0.1-20-0.3.col,HEA,2,22,0.526759,3,0.17558633333333332,86584,465679,0.18593065180091867,3,20,0.000000,0.1,35,100.746000,144,25.521745,20,1000,50373,1,50.373,0.019851904790264625,100645.254
254,../../graphs/col/G-1000-0.1--.10.col,HEA,2,21,0.792877,60,0.013214616666666668,130196,10579125,0.012306877931776022,10,,,0.1,68,100.120000,132,9.505872,,1000,50060,0,50.06,0.01997602876548142,100019.88
255,../../graphs/col/U-500-0.9-250-0.1.col,TABU,0,183,1.686172,30,0.056205733333333334,123345,2994739,0.04118722867001098,1,250,0.000000,0.9,298,450.400000,499,45.798690,196,500,112600,1,225.2,0.004440497335701598,224749.59999999998
256,../../graphs/col/G-1000-0.5-60-0.3.col,TABU,0,90,12.281574,20,0.6140787000000001,800754,1381159,0.5797695993002978,3,60,0.000000,0.5,440,491.610000,543,16.144841,60,1000,245805,1,245.805,0.004068265495006204,491118.39
257,../../graphs/col/U-500-0.1-20-0.2.col,ILS,1,18,0.013736,3,0.004578666666666667,1644,15243,0.10785278488486519,2,20,0.000000,0.1,14,51.776000,85,14.571267,20,500,12944,1,25.888,0.03862793572311496,25836.224000000002
258,../../graphs/col/W-1000-0.5-30-0.5.col,TABU,0,63,6.66201,7,0.9517157142857143,65497,67494,0.9704121847867959,5,30,0.000000,0.5,420,482.756000,552,19.702296,30,1000,241378,1,241.378,0.0041428796327751495,482273.24399999995
259,../../graphs/col/G-1000-0.9-100-0.4.col,ILS,1,117,19.918777,20,0.9959388499999999,69370,69479,0.9984311806445113,4,100,0.000000,0.9,861,889.994000,922,9.326519,100,1000,444997,1,444.997,0.002247206160940411,889104.006
260,../../graphs/col/U-500-0.9-250-0.3.col,TABU,0,181,2.806802,30,0.09356006666666666,246607,3026171,0.08149142926820725,3,250,0.000000,0.9,293,446.560000,499,46.981809,198,500,111640,1,223.28,0.004478681476173415,222833.44
261,../../graphs/col/U-1000-0.9-100-1.4.col,TABU,0,100,1.28561,20,0.06428049999999999,0,1093669,0.0,4,100,1.000000,0.9,544,870.182000,998,98.985943,100,1000,435091,1,435.091,0.002298369766324746,869311.818
262,../../graphs/col/U-500-0.9-100-0.5.col,ILS,1,95,0.226122,15,0.0150748,0,47000,0.0,5,100,0.000000,0.9,293,441.156000,498,47.277010,98,500,110289,1,220.578,0.004533543689760538,220136.844
263,../../graphs/col/U-1000-0.1-20-1.5.col,HEA,2,20,1.681353,3,0.560451,317783,483119,0.6577737576042342,5,20,1.000000,0.1,36,96.800000,145,24.971063,20,1000,48400,1,48.4,0.02066115702479339,96703.2
264,../../graphs/col/G-500-0.9-30-0.4.col,ILS,1,30,0.072584,7,0.010369142857142856,0,15075,0.0,4,30,0.000000,0.9,410,434.064000,457,7.405397,30,500,108516,1,217.032,0.004607615466843599,216597.93600000002
265,../../graphs/col/G-1000-0.5-130-1.5.col,TABU,0,78,33.579703,45,0.7462156222222223,2062223,2905350,0.7098019171528387,5,130,1.000000,0.5,420,490.386000,551,19.385020,98,1000,245193,1,245.193,0.004078419857010599,489895.614
266,../../graphs/col/U-1000-0.9-100-0.5.col,HEA,2,100,1.051786,20,0.052589300000000005,0,18,0.0,5,100,0.000000,0.9,563,882.812000,996,97.064951,100,1000,441406,1,441.406,0.0022654880087719697,881929.188
267,../../graphs/col/G-500-0.5--.4.col,TABU,0,50,7.229669,30,0.24098896666666667,887791,3742292,0.23723188890658453,4,,,0.5,222,249.604000,284,11.205498,,500,62401,0,124.802,0.008012692104293201,124552.39600000001
268,../../graphs/col/U-500-0.5-30-0.3.col,HEA,2,30,0.077808,7,0.011115428571428571,34,877895,3.872900517715672e-05,3,30,0.000000,0.5,106,235.884000,404,62.406398,30,500,58971,1,117.942,0.008478743789320174,117706.116
269,../../graphs/col/W-500-0.5-40-1.2.col,TABU,0,37,3.145112,7,0.4493017142857143,350227,822057,0.4260373672385248,2,40,1.000000,0.5,169,236.128000,301,21.785675,40,500,59032,1,118.064,0.008469982382436644,117827.87199999999
270,../../graphs/col/W-1000-0.9-220-1.4.col,TABU,0,165,102.777512,120,0.8564792666666666,3771170,4499719,0.8380901118492066,4,220,1.000000,0.9,809,889.466000,928,19.107717,196,1000,444733,1,444.733,0.0022485401353171453,888576.534
271,../../graphs/col/U-1000-0.5-100-0.4.col,HEA,2,100,7.396581,20,0.36982905,124223,1182928,0.1050131538014148,4,100,0.000000,0.5,228,488.760000,810,131.007009,100,1000,244380,1,244.38,0.004091987887715852,488271.24
272,../../graphs/col/U-1000-0.5-30-1.3.col,TABU,0,30,0.201359,7,0.02876557142857143,0,406182,0.0,3,30,1.000000,0.5,194,466.608000,787,137.359646,30,1000,233304,1,233.304,0.0042862531289647844,466141.392
273,../../graphs/col/G-1000-0.1-20-0.4.col,HEA,2,21,0.207253,3,0.06908433333333333,17559,622579,0.028203649657312566,4,20,0.000000,0.1,63,95.006000,122,9.245429,20,1000,47503,1,47.503,0.021051302023030124,94910.994
274,../../graphs/col/U-1000-0.5-140-1.1.col,HEA,2,117,8.64783,45,0.192174,213272,267164,0.7982812055516462,1,140,1.000000,0.5,196,492.308000,814,134.840265,133,1000,246154,1,246.154,0.004062497460939087,491815.692
275,../../graphs/col/G-500-0.5-20-0.3.col,HEA,2,20,1.176148,3,0.3920493333333333,6396,96449,0.06631483996723657,3,20,0.000000,0.5,201,237.172000,269,11.288154,20,500,59293,1,118.586,0.008432698632216282,118348.828
276,../../graphs/col/G-1000-0.5-70-0.5.col,ILS,1,90,8.323941,20,0.41619704999999996,459099,630581,0.728057140954136,5,70,0.000000,0.5,437,492.032000,540,15.923535,70,1000,246016,1,246.016,0.004064776274713839,491539.968
277,../../graphs/col/W-500-0.9-30-1.2.col,TABU,0,30,0.08169,7,0.01167,0,462031,0.0,2,30,1.000000,0.9,334,418.520000,462,35.746295,30,500,104630,1,209.26,0.0047787441460384215,208841.47999999998
278,../../graphs/col/W-1000-0.1--.7.col,TABU,0,21,23.316312,60,0.3886052,5347889,10841753,0.49326792447678897,7,,,0.1,63,99.900000,148,13.157431,,1000,49950,0,49.95,0.02002002002002002,99800.1
279,../../graphs/col/U-500-0.5-50-0.3.col,TABU,0,49,0.078387,7,0.011198142857142856,1236,1178779,0.0010485426021332243,3,50,0.000000,0.5,108,239.224000,406,63.296302,50,500,59806,1,119.612,0.008360365180751094,119372.776
280,../../graphs/col/W-1000-0.5-30-0.1.col,ILS,1,62,6.803729,7,0.9719612857142856,61624,62450,0.986773418734988,1,30,0.000000,0.5,421,483.028000,539,19.139676,30,1000,241514,1,241.514,0.004140546717788617,482544.972
281,../../graphs/col/U-1000-0.9-500-0.5.col,TABU,0,357,3.964452,120,0.0330371,21,5952155,3.5281339279639054e-06,5,500,0.000000,0.9,569,890.018000,999,97.803505,394,1000,445009,1,445.009,0.002247145563348157,889127.9820000001
282,../../graphs/col/U-500-0.1-20-0.4.col,HEA,2,18,0.045789,3,0.015263,6358,813667,0.007814007450222265,4,20,0.000000,0.1,17,49.260000,71,11.756547,20,500,12315,1,24.63,0.04060089321965083,24580.739999999998
283,../../graphs/col/W-500-0.1--.6.col,TABU,0,13,0.148853,30,0.0049617666666666674,38859,7522197,0.005165910969893503,6,,,0.1,22,49.900000,86,10.302524,,500,12475,0,24.95,0.04008016032064128,24900.1
284,../../graphs/col/U-1000-0.9-300-1.4.col,TABU,0,238,3.41233,120,0.02843608333333333,42324,6544771,0.006466842002569685,4,300,1.000000,0.9,553,882.404000,999,98.185196,256,1000,441202,1,441.202,0.002266535509811832,881521.596
285,../../graphs/col/U-1000-0.5-200-0.2.col,HEA,2,156,20.944487,60,0.3490747833333333,668503,874763,0.7642104204224458,2,200,0.000000,0.5,203,496.596000,803,138.693045,187,1000,248298,1,248.298,0.004027418666280034,496099.404
286,../../graphs/col/W-500-0.1-5-0.4.col,HEA,2,5,0.039034,3,0.013011333333333333,657,82238,0.007989007514774191,4,5,0.000000,0.1,14,39.924000,66,8.019864,5,500,9981,1,19.962,0.05009518084360284,19922.076
287,../../graphs/col/U-1000-0.5--.4.col,TABU,0,255,2.042601,60,0.03404335,15507,3389416,0.0045751244462172835,4,,,0.5,204,498.726000,808,136.964663,,1000,249363,0,249.363,0.004010218035554593,498227.274
288,../../graphs/col/U-500-0.5-70-1.2.col,ILS,1,61,0.110798,15,0.007386533333333333,2146,45940,0.04671310404875925,2,70,1.000000,0.5,92,241.044000,404,67.071321,67,500,60261,1,120.522,0.008297240337863627,120280.956
289,../../graphs/col/G-1000-0.5-70-0.1.col,TABU,0,89,19.886544,20,0.9943272000000001,1344699,1345355,0.999512396356352,1,70,0.000000,0.5,447,492.260000,548,15.436658,70,1000,246130,1,246.13,0.004062893592816804,491767.74
290,../../graphs/col/U-1000-0.5-110-1.2.col,HEA,2,98,6.93113,30,0.23103766666666664,36533,82600,0.44228813559322033,2,110,1.000000,0.5,203,490.598000,798,137.030414,109,1000,245299,1,245.299,0.00407665746700965,490107.402
291,../../graphs/col/G-1000-0.5-30-1.2.col,ILS,1,47,6.75332,7,0.9647600000000001,58199,59350,0.9806065711878685,2,30,1.000000,0.5,386,470.280000,535,28.285077,30,1000,235140,1,235.14,0.004252785574551331,469809.72
292,../../graphs/col/W-500-0.5-50-1.2.col,HEA,2,39,5.602504,7,0.8003577142857142,585851,714574,0.8198605043004643,2,50,1.000000,0.5,173,238.400000,287,20.379598,49,500,59600,1,119.2,0.008389261744966443,118961.6
293,../../graphs/col/G-500-0.9-20-0.3.col,HEA,2,20,0.047493,3,0.015831,0,77076,0.0,3,20,0.000000,0.9,399,426.416000,454,8.101540,20,500,106604,1,213.208,0.004690255525121008,212781.584
294,../../graphs/col/W-1000-0.9--.6.col,TABU,0,237,56.794955,60,0.9465825833333333,1710908,1781969,0.9601222019013799,6,,,0.9,859,899.100000,934,11.296371,,1000,449550,0,449.55,0.0022244466688911132,898200.9
295,../../graphs/col/U-1000-0.5-110-0.4.col,HEA,2,106,23.284223,30,0.7761407666666666,1185991,1257610,0.9430515024530657,4,110,0.000000,0.5,228,489.056000,809,131.012186,110,1000,244528,1,244.528,0.004089511221618792,488566.94399999996
296,../../graphs/col/G-500-0.9-80-0.4.col,TABU,0,80,2.672804,15,0.17818693333333335,39521,1259534,0.031377477702070763,4,80,0.000000,0.9,425,443.508000,467,6.866290,80,500,110877,1,221.754,0.004509501519702012,221310.492
297,../../graphs/col/G-1000-0.5-20-0.2.col,HEA,2,20,0.478796,3,0.15959866666666667,226,484,0.4669421487603306,2,20,0.000000,0.5,427,472.880000,549,15.778264,20,1000,236440,1,236.44,0.004229402808323465,472407.12
298,../../graphs/col/G-1000-0.9-150-1.4.col,TABU,0,137,35.646189,45,0.7921375333333334,527333,995927,0.5294896111863621,4,150,1.000000,0.9,802,884.956000,921,21.882186,147,1000,442478,1,442.478,0.0022599993672001773,884071.044
299,../../graphs/col/U-1000-0.5-110-1.1.col,HEA,2,95,25.328406,30,0.8442802,1942118,2007104,0.9676220066324416,1,110,1.000000,0.5,194,490.638000,812,134.450225,108,1000,245319,1,245.319,0.0040763251113855835,490147.36199999996
300,../../graphs/col/G-1000-0.5-100-0.2.col,TABU,0,91,9.462199,20,0.47310995,581069,1402589,0.4142831577889175,2,100,0.000000,0.5,441,493.562000,543,16.027793,100,1000,246781,1,246.781,0.004052175815804296,493068.438
301,../../graphs/col/W-500-0.9--.5.col,TABU,0,128,27.442851,30,0.9147617,2131056,2285818,0.9322946971281179,5,,,0.9,419,449.100000,468,7.475694,,500,112275,0,224.55,0.00445335114673792,224100.90000000002
302,../../graphs/col/U-500-0.5-30-1.4.col,HEA,2,30,0.144072,7,0.020581714285714287,1937,978816,0.0019789214724728653,4,30,1.000000,0.5,95,233.020000,391,66.062483,30,500,58255,1,116.51,0.008582954252853832,116276.98000000001
303,../../graphs/col/W-1000-0.9-30-0.4.col,HEA,2,30,0.357045,7,0.05100642857142857,0,99,0.0,4,30,0.000000,0.9,823,869.394000,910,12.332671,30,1000,434697,1,434.697,0.002300452959187664,868524.606
304,../../graphs/col/G-500-0.9-40-1.5.col,TABU,0,40,0.552398,7,0.078914,4321,582909,0.007412820869123654,5,40,1.000000,0.9,360,425.392000,459,25.600514,40,500,106348,1,212.696,0.004701545868281491,212270.608
305,../../graphs/col/G-500-0.9-20-1.1.col,HEA,2,20,0.052167,3,0.017388999999999998,0,123323,0.0,1,20,1.000000,0.9,323,406.968000,457,37.911199,20,500,101742,1,203.484,0.00491439130349315,203077.032
306,../../graphs/col/U-1000-0.5-180-1.2.col,TABU,0,131,9.069694,60,0.15116156666666666,615201,4252622,0.14466392733706404,2,180,1.000000,0.5,205,493.888000,803,137.962942,155,1000,246944,1,246.944,0.004049501101464299,493394.11199999996
307,../../graphs/col/G-1000-0.5-100-0.3.col,TABU,0,91,11.280133,20,0.5640066499999999,751603,1451919,0.5176617979377638,3,100,0.000000,0.5,446,494.878000,543,15.321133,100,1000,247439,1,247.439,0.004041400102651562,494383.122
308,../../graphs/col/W-500-0.9--.2.col,HEA,2,128,21.268465,30,0.7089488333333333,947123,1233233,0.7680000454090995,2,,,0.9,426,449.100000,470,7.384443,,500,112275,0,224.55,0.00445335114673792,224100.90000000002
309,../../graphs/col/U-1000-0.5-20-0.2.col,TABU,0,20,0.120065,3,0.04002166666666667,0,29562,0.0,2,20,0.000000,0.5,190,473.688000,773,132.411920,20,1000,236844,1,236.844,0.004222188444714664,473214.312
310,../../graphs/col/U-500-0.9--.4.col,ILS,1,297,0.670442,30,0.022348066666666666,0,148000,0.0,4,,,0.9,283,439.664000,499,50.594892,,500,109916,0,219.832,0.004548928272498999,219392.33599999998
311,../../graphs/col/W-1000-0.9-150-1.2.col,TABU,0,138,30.6238,45,0.6805288888888888,379478,1133688,0.3347287789938678,2,150,1.000000,0.9,814,888.024000,931,17.138303,148,1000,444012,1,444.012,0.002252191382214895,887135.976
312,../../graphs/col/G-1000-0.9-100-1.1.col,ILS,1,99,17.905424,20,0.8952712,78613,178316,0.4408634110231275,1,100,1.000000,0.9,789,880.948000,925,24.116950,99,1000,440474,1,440.474,0.002270281560319111,880067.052
313,../../graphs/col/W-1000-0.5-60-1.2.col,TABU,0,66,17.390905,20,0.86954525,804083,946346,0.8496712618851878,2,60,1.000000,0.5,389,484.588000,568,25.533121,60,1000,242294,1,242.294,0.004127217347519955,484103.412
314,../../graphs/col/G-1000-0.9-250-1.2.col,TABU,0,175,105.577494,120,0.87981245,3660362,4239509,0.8633929070559822,2,250,1.000000,0.9,831,891.102000,922,13.185431,217,1000,445551,1,445.551,0.0022444119752845354,890210.8979999999
315,../../graphs/col/U-500-0.5-40-0.4.col,HEA,2,40,0.09847,7,0.014067142857142858,1954,1034111,0.0018895457064086931,4,40,0.000000,0.5,95,241.864000,393,67.556151,40,500,60466,1,120.932,0.008269109913008964,120690.136
316,../../graphs/col/U-1000-0.5-20-1.3.col,HEA,2,20,0.129449,3,0.04314966666666667,0,317,0.0,3,20,1.000000,0.5,173,453.748000,774,136.812172,20,1000,226874,1,226.874,0.004407732926646509,453294.252
317,../../graphs/col/G-1000-0.9--.7.col,TABU,0,237,49.761729,60,0.82936215,1524725,1861484,0.819091112252375,7,,,0.9,866,899.178000,925,9.537417,,1000,449589,0,449.589,0.0022242537072748665,898278.822
318,../../graphs/col/U-1000-0.5-120-0.5.col,HEA,2,113,14.927874,30,0.4975958,873999,2036649,0.4291358010143132,5,120,0.000000,0.5,202,491.880000,801,135.852816,120,1000,245940,1,245.94,0.004066032365617631,491388.12
319,../../graphs/col/U-1000-0.1-30-1.1.col,HEA,2,29,4.70733,7,0.6724757142857143,1179452,1658560,0.7111301369863013,1,30,1.000000,0.1,30,99.578000,146,24.584668,30,1000,49789,1,49.789,0.02008475767739862,99478.422
320,../../graphs/col/U-1000-0.9-300-0.1.col,ILS,1,266,3.085855,120,0.025715458333333333,260,266355,0.0009761408646355428,1,300,0.000000,0.9,584,890.234000,999,97.569787,284,1000,445117,1,445.117,0.002246600332047529,889343.7660000001
321,../../graphs/col/G-1000-0.9-200-0.1.col,ILS,1,193,59.101035,60,0.9850172500000001,1293206,1298351,0.9960372811358408,1,200,0.000000,0.9,862,894.446000,929,9.835603,198,1000,447223,1,447.223,0.0022360209559883996,893551.554
322,../../graphs/col/W-500-0.9--.7.col,HEA,2,127,29.929836,30,0.9976612,1656387,1656387,1.0,7,,,0.9,428,449.100000,468,7.101127,,500,112275,0,224.55,0.00445335114673792,224100.90000000002
323,../../graphs/col/U-1000-0.1-50-1.2.col,ILS,1,34,0.163166,7,0.02330942857142857,20679,85444,0.2420181639436356,2,50,1.000000,0.1,31,101.982000,147,24.959240,42,1000,50991,1,50.991,0.01961130395560001,101880.018
324,../../graphs/col/G-1000-0.1-10-1.5.col,HEA,2,10,1.852518,3,0.617506,229183,288449,0.7945356024808545,5,10,1.000000,0.1,46,83.854000,122,14.853979,10,1000,41927,1,41.927,0.023850979082691345,83770.146
325,../../graphs/col/G-1000-0.9-250-1.5.col,TABU,0,171,113.89175,120,0.9490979166666667,3731120,3911395,0.9539103056582114,5,250,1.000000,0.9,826,890.512000,926,15.924693,214,1000,445256,1,445.256,0.0022458989884470955,889621.4879999999
326,../../graphs/col/W-1000-0.9-30-1.5.col,TABU,0,30,0.426148,7,0.06087828571428572,0,115098,0.0,5,30,1.000000,0.9,680,838.604000,919,66.579420,30,1000,419302,1,419.302,0.002384915884016771,837765.3960000001
327,../../graphs/col/U-1000-0.1-30-0.4.col,HEA,2,30,2.575278,7,0.36789685714285714,527706,1172430,0.45009595455592233,4,30,0.000000,0.1,34,102.286000,146,23.001570,30,1000,51143,1,51.143,0.019553018008329585,102183.714
328,../../graphs/col/G-500-0.5-30-1.4.col,ILS,1,30,1.213153,7,0.17330757142857142,60687,80318,0.7555840533877836,4,30,1.000000,0.5,184,234.908000,274,17.741351,30,500,58727,1,117.454,0.008513971427111891,117219.09199999999
329,../../graphs/col/U-500-0.9-250-0.2.col,TABU,0,193,1.409511,30,0.046983699999999996,99496,2912487,0.03416186922036047,2,250,0.000000,0.9,309,451.052000,499,45.227793,209,500,112763,1,225.526,0.0044340785541356655,225074.948
330,../../graphs/col/G-500-0.5-30-1.3.col,TABU,0,30,1.091396,7,0.1559137142857143,50322,871381,0.05774970994318215,3,30,1.000000,0.5,173,233.484000,272,19.036537,30,500,58371,1,116.742,0.00856589744907574,116508.516
331,../../graphs/col/W-1000-0.5-80-0.2.col,TABU,0,90,15.750723,20,0.78753615,996587,1231685,0.8091248980055777,2,80,0.000000,0.5,441,493.212000,545,18.365540,80,1000,246606,1,246.606,0.004055051377500953,492718.788
332,../../graphs/col/W-500-0.5--.6.col,HEA,2,50,5.263372,30,0.17544573333333335,580013,3530654,0.16427919586569514,6,,,0.5,208,249.500000,299,13.687878,,500,62375,0,124.75,0.008016032064128256,124500.5
333,../../graphs/col/U-1000-0.5-150-1.1.col,HEA,2,120,7.172088,45,0.15937973333333333,90479,960699,0.0941803832417854,1,150,1.000000,0.5,196,492.646000,815,134.872075,140,1000,246323,1,246.323,0.004059710217884647,492153.354
334,../../graphs/col/G-500-0.1-5-1.2.col,HEA,2,5,0.071141,3,0.023713666666666664,2429,91605,0.02651601986791114,2,5,1.000000,0.1,16,35.308000,62,9.709229,5,500,8827,1,17.654,0.05664438654129376,17618.692
335,../../graphs/col/U-1000-0.5-100-1.4.col,HEA,2,93,3.11924,20,0.155962,14249,39191,0.3635783725855426,4,100,1.000000,0.5,228,482.544000,810,129.845254,100,1000,241272,1,241.272,0.004144699757949534,482061.456
336,../../graphs/col/G-500-0.5-20-1.2.col,ILS,1,20,1.012025,3,0.33734166666666665,19107,31816,0.6005468946442042,2,20,1.000000,0.5,166,226.252000,271,23.476126,20,500,56563,1,113.126,0.008839700864522744,112899.748
337,../../graphs/col/G-500-0.9-20-0.1.col,TABU,0,20,0.045512,3,0.015170666666666666,0,70620,0.0,1,20,0.000000,0.9,399,425.500000,447,7.935112,20,500,106375,1,212.75,0.004700352526439483,212324.5
338,../../graphs/col/U-1000-0.9-600-1.5.col,HEA,2,338,64.553342,120,0.5379445166666667,1758251,3331832,0.52771298192706,5,600,1.000000,0.9,569,887.468000,999,97.791262,368,1000,443734,1,443.734,0.0022536023834098806,886580.532
339,../../graphs/col/G-500-0.9-30-0.2.col,ILS,1,30,0.076269,7,0.01089557142857143,0,15108,0.0,2,30,0.000000,0.9,412,433.724000,458,7.434233,30,500,108431,1,216.862,0.004611227416513728,216428.27599999998
340,../../graphs/col/W-500-0.1--.8.col,HEA,2,13,0.106714,30,0.0035571333333333332,29435,7491973,0.003928871606985236,8,,,0.1,20,49.900000,99,10.225752,,500,12475,0,24.95,0.04008016032064128,24900.1
341,../../graphs/col/U-500-0.9--.2.col,HEA,2,310,4.754591,30,0.15848636666666666,127308,454961,0.27982178692239557,2,,,0.9,297,444.776000,499,48.940472,,500,111194,0,222.388,0.004496645502455168,221943.22400000002
342,../../graphs/col/W-1000-0.5-60-1.1.col,TABU,0,67,18.9877,20,0.949385,988645,1023931,0.9655386935252473,1,60,1.000000,0.5,379,483.566000,558,28.017060,60,1000,241783,1,241.783,0.004135940078500142,483082.43399999995
343,../../graphs/col/G-500-0.1-5-1.5.col,HEA,2,5,0.061924,3,0.020641333333333334,2301,100173,0.022970261447695487,5,5,1.000000,0.1,15,35.292000,61,10.067509,5,500,8823,1,17.646,0.05667006687067891,17610.708000000002
344,../../graphs/col/W-1000-0.9--.8.col,TABU,0,237,58.351137,60,0.97251895,1874415,1907706,0.9825491978323704,8,,,0.9,858,899.100000,933,11.217486,,1000,449550,0,449.55,0.0022244466688911132,898200.9
345,../../graphs/col/G-1000-0.1--.9.col,HEA,2,21,5.84728,60,0.09745466666666666,1383774,9710605,0.14250131685924822,9,,,0.1,69,100.912000,134,9.027860,,1000,50456,0,50.456,0.01981924845409862,100811.088
346,../../graphs/col/G-1000-0.5-140-1.4.col,TABU,0,81,33.010605,45,0.7335689999999999,2306517,3091854,0.745998032248612,4,140,1.000000,0.5,429,491.536000,544,19.250421,101,1000,245768,1,245.768,0.004068877966212038,491044.464
347,../../graphs/col/G-500-0.9-80-0.1.col,ILS,1,80,2.835807,15,0.1890538,48022,88605,0.5419784436544213,1,80,0.000000,0.9,417,442.560000,458,7.007596,80,500,110640,1,221.28,0.004519161243673174,220837.44
348,../../graphs/col/W-1000-0.1--.3.col,TABU,0,21,12.344806,60,0.20574676666666666,2633154,9737460,0.27041487205082226,3,,,0.1,54,99.900000,153,13.946899,,1000,49950,0,49.95,0.02002002002002002,99800.1
349,../../graphs/col/G-1000-0.5-130-1.2.col,TABU,0,81,37.963798,45,0.8436399555555555,2535622,2964642,0.8552877548115422,2,130,1.000000,0.5,430,491.474000,543,17.233320,99,1000,245737,1,245.737,0.004069391259761452,490982.526
350,../../graphs/col/W-500-0.5-20-0.3.col,ILS,1,20,1.57474,3,0.5249133333333333,24255,34784,0.6973033578656854,3,20,0.000000,0.5,193,236.916000,281,14.132974,20,500,59229,1,118.458,0.00844181059953739,118221.084
351,../../graphs/col/U-1000-0.5--.9.col,TABU,0,258,1.709674,60,0.028494566666666665,1418,3757743,0.0003773541724380832,9,,,0.5,203,501.156000,815,139.615843,,1000,250578,0,250.578,0.003990773332056286,500654.844
